age,gender,height,weight,activity,goal,calorie_target
54,female,164.0,63.4,sedentary,maintain,1507.12
24,male,166.7,70.5,moderate,maintain,2789.13
41,female,150.1,36.0,active,maintain,1665.18
31,female,151.9,38.7,active,maintain,1808.24
48,female,164.6,76.1,active,loss,1824.84
46,female,172.9,62.8,moderate,maintain,1913.11
58,male,175.4,65.3,light,maintain,1790.93
30,male,176.9,77.5,sedentary,loss,1666.07
35,female,171.5,65.5,light,gain,2374.25
22,male,161.1,67.2,sedentary,maintain,1710.93
32,male,179.7,76.7,active,loss,2664.06
46,female,161.9,65.3,light,gain,2158.56
53,male,180.1,67.6,active,maintain,2499.52
23,male,170.6,72.4,moderate,maintain,2514.78
55,male,167.6,81.4,light,gain,2652.6
64,male,176.3,66.6,sedentary,maintain,1799.42
47,male,189.8,101.3,sedentary,gain,2688.44
73,male,182.7,79.4,moderate,gain,3150.86
26,female,157.9,68.1,moderate,loss,1690.12
17,male,162.9,65.3,active,loss,2163.32
15,female,148.5,52.6,sedentary,maintain,1446.01
66,female,172.5,76.1,sedentary,gain,2055.58
51,female,154.4,70.2,sedentary,gain,2010.08
38,male,172.1,74.2,sedentary,gain,2720.61
45,male,186.9,91.3,moderate,maintain,2797.97
19,female,149.1,49.7,sedentary,gain,1932.18
84,female,173.9,94.0,light,gain,2366.69
42,female,160.0,68.8,light,loss,1359.31
41,male,164.7,66.0,light,loss,1577.81
53,male,172.8,70.0,moderate,maintain,2574.91
48,male,168.5,80.6,light,maintain,2103.94
44,female,165.5,58.3,light,maintain,1782.2
25,male,169.2,45.8,moderate,loss,1809.62
48,male,157.8,60.6,sedentary,loss,1093.74
73,female,160.2,75.4,moderate,gain,2383.85
64,male,162.8,82.6,active,gain,3178.08
68,female,163.6,63.0,moderate,gain,2246.86
30,male,164.3,65.3,light,maintain,2137.19
22,female,158.1,65.8,moderate,gain,2755.93
37,male,176.6,71.2,moderate,loss,2019.21
41,female,160.3,67.6,light,gain,2284.76
59,male,177.3,74.2,moderate,maintain,2462.85
15,female,167.4,80.0,light,gain,2639.26
67,female,152.7,63.6,moderate,loss,1167.01
37,male,174.4,84.1,light,gain,2724.92
32,male,150.0,51.9,active,maintain,2238.83
21,female,164.0,87.8,light,loss,1806.09
15,male,172.3,77.7,light,loss,1916.08
54,female,154.1,59.7,light,loss,995.3
41,female,164.5,55.7,light,maintain,1665.17
16,male,185.6,81.1,sedentary,loss,1824.55
16,male,170.7,71.4,sedentary,maintain,2066.06
33,male,166.5,56.7,light,gain,2879.21
70,female,163.3,60.5,light,gain,1939.48
35,female,151.3,53.2,light,loss,1059.19
15,male,169.1,69.3,sedentary,loss,1598.34
35,female,171.8,47.4,light,maintain,1585.14
35,female,162.5,61.8,sedentary,loss,1199.35
15,male,158.1,55.7,sedentary,gain,2271.18
39,female,147.6,52.1,sedentary,maintain,1356.42
35,female,163.3,76.4,light,maintain,1994.77
52,female,168.9,94.8,sedentary,loss,1499.06
73,male,160.4,69.6,sedentary,gain,1950.21
60,male,179.0,59.1,light,gain,2715.26
35,female,172.6,66.9,sedentary,maintain,1721.91
20,male,192.0,98.4,light,gain,3527.02
86,female,164.6,71.0,light,loss,1022.3
41,male,179.6,91.7,active,loss,2735.93
40,female,144.9,49.5,moderate,gain,1968.58
39,female,178.8,71.5,active,gain,3297.61
43,female,157.4,79.0,light,loss,1293.4
37,female,154.5,57.9,light,maintain,1666.77
29,male,172.7,57.9,active,maintain,2548.65
30,female,174.1,92.9,light,gain,2534.08
39,female,179.7,55.7,light,gain,2168.93
30,male,176.1,49.6,light,loss,1543.8
27,male,184.0,93.0,light,maintain,2512.31
41,female,162.3,74.1,sedentary,maintain,1588.97
35,female,153.7,61.1,moderate,maintain,1965.19
67,male,188.3,64.3,active,maintain,2734.67
15,female,157.0,58.5,sedentary,maintain,1670.59
59,female,174.3,69.1,moderate,loss,1547.53
62,female,172.4,64.1,sedentary,maintain,1520.17
15,female,166.9,84.6,sedentary,loss,1495.77
33,female,176.6,60.2,moderate,loss,1519.77
33,female,179.9,82.2,sedentary,maintain,1982.65
15,female,160.6,75.8,light,loss,1480.45
25,female,155.5,62.2,sedentary,maintain,1637.25
20,female,147.1,64.0,light,loss,1297.37
71,male,195.2,101.1,light,maintain,2194.75
56,male,171.0,75.9,active,gain,3396.21
62,male,185.2,88.0,moderate,loss,2105.57
52,female,156.1,65.2,sedentary,maintain,1386.24
19,female,174.3,67.6,light,maintain,2215.01
30,female,156.4,44.4,active,loss,1399.01
48,male,164.3,76.4,moderate,maintain,2511.43
18,male,173.1,87.6,light,loss,1980.5
52,female,157.7,62.5,light,loss,1200.66
35,male,180.4,70.0,light,gain,2817.82
33,male,174.5,51.8,light,loss,1533.88
52,female,167.0,68.0,moderate,maintain,1994.67
47,female,159.7,45.7,sedentary,loss,858.83
33,male,169.0,49.4,active,loss,2147.22
60,female,157.3,59.2,sedentary,loss,800.0
20,male,193.4,76.9,light,loss,2224.51
51,male,177.0,80.1,sedentary,maintain,1838.37
50,male,157.1,57.5,light,gain,2386.4
34,female,157.8,53.0,light,maintain,1427.09
45,male,175.9,50.5,sedentary,maintain,1707.97
17,male,191.6,74.0,active,gain,3487.81
56,female,170.2,58.9,light,gain,2096.9
36,female,154.6,44.2,light,maintain,1423.29
30,male,196.8,87.2,light,gain,3026.35
58,female,161.8,49.3,sedentary,maintain,1200.79
27,female,172.0,68.8,light,gain,2446.73
15,male,164.6,68.0,light,maintain,2228.48
15,female,142.8,41.4,light,gain,2016.22
50,male,162.3,68.3,moderate,maintain,2544.35
16,female,140.0,35.0,sedentary,maintain,1102.9
71,female,178.9,60.8,moderate,maintain,1892.18
15,male,176.9,73.5,sedentary,gain,2767.41
70,male,166.7,75.3,light,gain,2369.21
43,female,165.6,76.5,light,loss,1228.23
38,female,163.5,83.6,sedentary,maintain,1566.35
30,female,167.0,62.2,light,loss,1150.53
47,male,185.9,80.9,light,loss,2098.42
39,female,159.7,49.3,active,gain,2564.38
59,male,167.1,51.2,moderate,maintain,2067.36
42,female,168.6,71.2,sedentary,maintain,1788.41
42,female,168.4,58.2,sedentary,maintain,1454.94
33,female,162.8,78.3,sedentary,maintain,2054.88
38,female,179.4,56.1,sedentary,loss,1123.13
45,female,158.5,65.8,moderate,loss,1449.46
15,male,166.9,54.2,moderate,maintain,2531.72
15,male,178.8,64.9,sedentary,loss,1607.2
53,male,168.9,75.4,light,loss,1783.5
43,female,166.0,57.7,light,loss,1320.4
36,male,167.5,60.8,moderate,gain,2725.13
40,male,171.4,59.8,sedentary,loss,1285.32
46,female,177.1,100.5,active,gain,3248.01
30,female,158.8,53.5,moderate,maintain,1670.06
25,male,167.8,68.2,active,loss,2412.82
43,male,185.5,79.5,sedentary,maintain,2233.63
22,male,165.5,68.5,light,maintain,1912.05
47,male,168.8,60.5,moderate,gain,2579.43
15,male,180.2,75.0,moderate,gain,3312.37
58,male,183.4,86.7,sedentary,loss,1591.31
48,male,186.0,69.6,active,gain,3772.48
44,female,156.0,70.4,active,loss,1662.23
57,male,180.4,95.4,sedentary,loss,1641.95
69,female,158.3,67.0,light,loss,1134.4
58,female,157.2,60.1,light,maintain,1517.98
15,female,171.6,47.1,active,loss,1694.13
16,male,170.1,74.9,moderate,maintain,2581.85
28,male,177.5,70.1,sedentary,gain,2551.05
40,female,163.2,61.0,sedentary,gain,1998.3
49,male,165.4,43.8,light,gain,2297.43
26,male,183.7,88.5,sedentary,loss,1834.25
43,female,166.5,48.5,sedentary,maintain,1097.45
26,male,157.1,60.6,moderate,gain,2427.89
28,female,164.2,75.7,moderate,loss,1734.69
15,female,155.8,53.1,light,gain,2399.26
23,female,170.8,86.0,moderate,loss,1964.97
15,female,150.4,46.7,sedentary,maintain,1442.42
22,male,171.8,78.8,light,gain,3037.66
58,female,164.9,49.3,moderate,gain,2244.2
22,male,175.5,88.2,light,maintain,2477.77
87,male,181.9,92.4,light,gain,2522.03
48,male,161.3,68.0,sedentary,loss,1129.24
43,male,189.9,80.1,light,maintain,2953.27
24,female,166.2,48.9,moderate,maintain,1993.56
52,female,172.9,66.5,light,maintain,2055.41
29,female,169.0,82.8,sedentary,maintain,1783.53
42,female,161.9,64.4,moderate,gain,2710.13
86,female,151.7,39.2,sedentary,loss,800.0
38,male,169.9,54.7,light,loss,1454.93
60,female,174.7,90.5,sedentary,gain,2295.92
27,male,187.5,92.1,active,maintain,3176.61
39,male,169.4,53.0,moderate,maintain,2036.4
71,female,140.0,35.0,light,loss,800.0
28,male,173.1,63.5,moderate,loss,1871.18
72,male,172.4,47.6,light,loss,1157.67
52,female,160.0,59.6,sedentary,loss,857.16
29,female,166.2,96.8,moderate,maintain,2767.01
51,female,169.0,48.0,light,gain,1975.09
57,male,183.9,78.3,moderate,gain,3412.88
51,female,165.6,82.0,sedentary,loss,1221.86
15,female,147.6,59.6,sedentary,loss,1031.82
26,male,171.9,69.0,light,maintain,2506.9
35,female,180.4,76.0,light,loss,1576.83
38,male,178.4,59.8,sedentary,gain,2266.98
51,male,178.3,72.5,sedentary,maintain,1813.48
43,female,164.9,68.2,moderate,gain,2608.64
15,male,178.7,92.6,sedentary,loss,1771.18
46,male,153.6,50.0,light,loss,1262.94
50,female,160.1,59.3,light,loss,1122.51
50,female,161.7,51.6,light,loss,1094.41
59,female,172.3,74.2,moderate,maintain,2219.65
55,male,175.4,84.7,sedentary,gain,2418.32
48,male,160.2,68.8,active,loss,1905.58
38,female,165.4,51.3,moderate,loss,1322.33
15,female,155.6,59.7,light,loss,1333.91
47,female,152.3,48.6,active,maintain,1838.47
43,male,167.5,80.1,moderate,maintain,2617.62
44,female,166.3,64.4,active,gain,2740.84
17,male,186.3,59.6,light,gain,2676.54
20,female,165.9,63.3,light,maintain,1857.41
58,male,180.7,85.1,light,maintain,2415.5
39,male,179.3,80.6,sedentary,gain,2466.59
52,female,162.8,57.5,active,maintain,2100.43
40,male,181.3,70.2,moderate,loss,2126.82
40,male,153.2,45.9,moderate,loss,1543.57
56,female,162.9,59.0,active,loss,1461.66
30,female,153.6,47.6,active,maintain,1896.27
41,male,185.5,97.6,sedentary,maintain,1945.96
31,male,173.7,60.2,moderate,loss,1758.19
32,male,175.3,75.4,light,gain,2640.84
34,female,150.0,54.5,light,maintain,1639.29
43,male,184.2,95.8,active,loss,3127.23
31,male,180.6,94.3,moderate,gain,3620.86
62,female,166.5,75.2,moderate,maintain,2189.73
23,female,155.5,61.9,light,loss,1242.39
36,female,155.8,46.8,moderate,gain,2021.38
32,female,163.8,51.5,light,loss,1154.16
66,female,156.4,49.4,sedentary,gain,1604.0
43,male,178.9,87.7,light,gain,2776.0
58,male,155.6,58.9,sedentary,gain,2062.11
15,male,170.6,81.2,light,maintain,2280.53
44,female,176.4,88.7,moderate,gain,3166.02
56,female,165.5,56.8,sedentary,loss,868.78
41,female,163.3,64.4,moderate,loss,1508.6
59,male,192.9,89.1,sedentary,maintain,2182.32
30,female,143.3,46.3,light,gain,1876.7
65,female,155.5,52.2,light,maintain,1508.35
81,female,158.8,74.0,moderate,gain,2047.97
33,male,182.7,80.9,moderate,loss,2480.79
31,female,169.0,68.7,light,gain,2402.95
66,female,155.1,49.0,sedentary,gain,1769.29
68,male,184.0,91.5,moderate,maintain,2719.46
30,female,158.8,49.1,light,gain,2237.69
32,female,171.7,76.8,light,loss,1576.7
34,female,153.7,61.9,sedentary,gain,2031.45
15,male,173.9,67.0,sedentary,gain,2717.62
23,female,158.1,63.5,light,loss,1361.81
21,female,170.4,72.2,light,maintain,2285.85
26,male,170.3,69.1,light,maintain,2296.81
39,male,174.6,73.4,light,loss,1658.38
44,female,166.1,66.9,light,loss,1290.77
67,male,179.9,79.6,active,loss,2382.44
22,female,169.1,69.4,light,maintain,1858.19
57,male,176.9,59.6,light,maintain,2062.65
36,female,158.7,58.7,sedentary,gain,1934.12
39,female,159.2,63.9,light,loss,1143.15
52,female,162.2,64.3,moderate,maintain,1943.21
19,male,177.2,88.9,light,loss,2017.61
46,male,173.7,80.8,active,maintain,2763.09
42,female,162.2,52.8,moderate,gain,2212.94
48,female,149.9,52.2,active,maintain,1839.39
45,female,167.3,63.3,sedentary,loss,1022.53
84,female,163.4,64.1,light,maintain,1527.34
28,male,184.0,81.2,light,loss,2155.23
30,male,175.0,81.9,moderate,maintain,2844.39
28,female,148.1,54.4,light,loss,1246.44
30,male,171.8,87.2,moderate,loss,2619.06
28,male,173.2,75.2,light,maintain,2290.01
61,male,181.7,66.9,sedentary,gain,2119.28
65,female,145.4,46.3,light,maintain,1193.81
29,female,162.3,70.4,sedentary,loss,1204.99
25,male,179.6,54.0,sedentary,loss,1561.67
48,male,169.0,51.3,sedentary,gain,2046.04
30,female,162.6,63.6,sedentary,gain,2150.25
51,female,157.0,69.7,moderate,loss,1386.75
43,female,156.2,72.9,light,gain,2270.56
15,male,171.3,67.6,sedentary,gain,2298.33
67,male,168.6,81.8,light,loss,1454.02
72,male,181.2,79.8,active,gain,3524.21
28,female,156.1,41.7,light,maintain,1613.19
33,female,154.8,57.4,active,loss,1555.3
45,female,176.1,65.8,light,loss,1491.36
46,female,169.7,81.0,active,maintain,2318.74
51,female,147.1,51.7,sedentary,gain,1703.44
76,male,168.1,51.6,light,gain,2164.43
36,male,177.2,54.2,moderate,loss,1942.81
25,male,177.9,75.7,active,maintain,3058.14
15,female,150.1,36.0,moderate,maintain,1709.42
26,male,185.4,74.5,light,maintain,2365.58
39,female,168.6,71.2,sedentary,gain,2231.95
72,male,179.3,61.9,light,maintain,2072.56
30,male,187.2,99.8,sedentary,loss,1709.46
44,female,165.6,80.5,light,loss,1626.54
39,male,179.0,62.3,sedentary,maintain,1834.59
61,male,189.0,81.0,light,maintain,2096.2
85,male,184.9,97.4,moderate,maintain,2599.95
30,male,167.4,67.3,sedentary,maintain,2059.38
31,male,180.7,57.9,light,gain,2553.2
58,male,169.0,66.7,sedentary,maintain,1762.49
52,male,179.5,65.0,light,gain,2293.87
73,female,165.8,79.7,light,loss,1131.71
50,male,162.5,70.6,sedentary,gain,2101.24
33,female,161.0,58.6,active,loss,1803.41
50,male,177.4,77.5,light,maintain,2245.59
59,female,158.5,45.5,sedentary,maintain,1279.18
54,female,164.5,55.8,light,maintain,1716.89
49,male,182.3,102.9,sedentary,gain,2664.78
59,female,161.8,63.4,sedentary,loss,1028.76
61,female,163.8,75.6,light,maintain,1737.8
64,male,187.5,88.0,sedentary,gain,2764.81
51,female,165.8,82.2,moderate,loss,1852.21
36,male,176.8,50.0,moderate,gain,2729.21
42,female,154.3,55.1,light,maintain,1581.84
61,female,167.4,88.0,moderate,gain,2824.46
25,female,164.6,76.7,light,maintain,2093.31
46,female,172.3,88.9,sedentary,maintain,1838.3
32,male,175.4,73.8,light,loss,1748.37
40,male,158.7,54.3,light,gain,2279.64
63,male,159.7,49.4,sedentary,loss,997.14
43,male,181.6,62.9,moderate,maintain,2140.86
40,male,169.9,79.7,moderate,loss,2006.88
15,female,165.5,72.1,moderate,loss,1812.0
53,male,176.0,73.4,sedentary,loss,1367.28
51,female,160.7,67.9,sedentary,gain,2062.02
78,male,174.1,74.7,sedentary,maintain,1576.33
34,male,167.2,79.2,active,maintain,3091.52
43,male,174.9,86.5,moderate,gain,3408.25
44,male,169.7,55.3,moderate,gain,2794.66
68,female,159.0,63.8,light,loss,1039.71
38,male,172.1,48.8,light,maintain,1797.97
45,female,160.2,63.1,light,gain,2163.35
50,female,169.4,76.7,moderate,loss,1699.15
43,male,173.8,54.7,moderate,maintain,2308.56
31,female,170.2,64.1,light,maintain,1898.39
43,female,174.3,73.0,light,maintain,2035.39
59,male,182.7,83.6,moderate,gain,3021.79
21,female,166.3,62.9,sedentary,maintain,1716.25
42,male,177.9,59.3,moderate,loss,1793.19
27,male,182.8,79.4,light,gain,3039.46
61,female,162.7,43.9,light,gain,1630.49
15,female,169.9,66.2,moderate,loss,1868.17
29,female,166.9,61.3,moderate,loss,1653.51
46,female,159.1,59.2,sedentary,gain,2006.71
68,female,169.2,61.5,active,loss,1415.04
38,female,162.7,45.6,active,maintain,1839.19
30,female,161.2,58.0,light,loss,1179.07
73,male,170.7,82.2,light,gain,2661.75
15,male,176.5,92.4,light,gain,3338.64
15,male,184.0,118.4,light,maintain,2960.65
47,female,169.1,90.4,active,gain,3494.33
30,female,164.8,50.6,sedentary,gain,2149.43
21,female,166.8,61.7,sedentary,gain,2192.64
52,male,186.4,83.1,active,gain,3594.18
44,male,173.7,71.2,sedentary,gain,2116.86
29,male,165.0,66.2,moderate,maintain,2317.43
16,female,172.4,103.5,sedentary,maintain,2049.47
55,male,170.2,55.4,active,gain,2645.88
51,male,168.8,59.2,moderate,gain,2761.64
38,female,147.6,68.4,active,gain,2807.7
73,male,180.1,68.9,active,loss,2121.68
20,male,160.4,66.3,sedentary,maintain,1916.66
15,male,168.2,81.1,light,maintain,2555.3
27,female,166.7,72.8,moderate,gain,2474.56
39,male,181.5,81.9,moderate,loss,2031.64
44,female,156.8,69.4,sedentary,gain,2021.21
35,female,160.9,51.7,active,loss,1612.76
46,male,167.1,60.8,sedentary,maintain,1659.69
17,male,170.1,76.4,active,maintain,2726.11
65,female,164.1,43.1,light,maintain,1270.25
38,female,158.0,75.8,light,gain,2259.55
60,female,160.0,65.0,light,gain,1877.18
46,female,150.3,55.8,sedentary,loss,955.8
48,female,171.1,48.8,light,gain,2269.44
50,male,179.6,58.7,light,loss,1304.67
48,female,168.3,62.9,light,gain,1956.48
51,male,186.6,96.2,moderate,maintain,2747.64
63,female,155.4,38.6,light,maintain,1085.85
43,male,171.8,81.3,light,gain,3272.92
52,female,146.8,48.3,active,maintain,1594.45
38,male,203.3,95.0,moderate,loss,2722.13
65,male,173.7,75.8,sedentary,gain,2245.75
27,female,170.3,73.1,moderate,maintain,2134.64
72,female,152.1,48.1,active,maintain,1685.98
39,male,184.0,90.7,active,maintain,3368.61
15,male,191.7,58.8,moderate,gain,3147.14
42,male,174.5,66.9,moderate,loss,2227.16
27,female,153.9,58.5,sedentary,loss,1017.53
55,female,160.9,58.1,moderate,maintain,1726.49
28,female,144.2,35.0,moderate,maintain,1670.2
31,female,161.7,71.7,light,loss,1481.25
15,male,182.4,61.1,sedentary,maintain,2247.64
31,female,161.7,62.0,light,loss,1303.72
15,female,159.7,63.0,moderate,gain,2097.02
15,female,166.2,66.6,light,gain,2244.25
53,female,166.8,81.4,light,loss,1579.02
54,female,148.7,52.6,active,loss,1214.23
47,male,175.8,80.1,light,gain,2845.73
22,female,181.5,78.2,active,gain,3603.5
39,male,163.0,71.1,light,gain,2649.64
39,female,161.3,78.8,sedentary,loss,1154.09
19,female,177.5,77.6,sedentary,gain,2453.54
67,female,170.8,80.3,light,gain,2408.25
55,female,157.9,76.2,sedentary,loss,1044.19
36,male,176.9,94.2,moderate,maintain,2620.34
40,male,175.0,68.2,moderate,maintain,2388.64
43,female,156.0,69.8,active,loss,1725.7
15,male,174.3,76.3,light,gain,2653.44
35,male,172.5,86.4,light,gain,2747.21
27,female,162.9,70.5,sedentary,loss,1151.48
21,male,168.3,71.5,light,gain,2427.67
34,male,163.5,69.4,moderate,maintain,2425.33
72,female,161.7,65.7,light,maintain,1602.93
51,female,175.7,78.2,active,gain,2910.49
29,male,175.7,71.9,moderate,maintain,2351.06
50,female,159.3,58.1,moderate,maintain,1858.08
65,female,168.0,90.2,moderate,loss,1839.84
56,female,160.7,67.6,light,maintain,1715.58
41,male,191.8,78.8,moderate,maintain,2777.78
28,female,162.0,59.7,sedentary,maintain,1635.07
52,female,167.6,80.8,light,maintain,1958.89
47,male,168.2,58.5,light,maintain,1809.86
56,male,179.5,55.9,sedentary,maintain,1678.45
51,male,177.5,55.6,light,maintain,1892.95
58,male,174.5,49.4,light,loss,1280.36
30,male,170.5,52.8,sedentary,loss,1314.47
63,female,156.9,46.0,moderate,maintain,1369.29
43,male,177.5,95.3,light,loss,2072.79
77,female,167.0,66.4,light,loss,1001.17
27,male,173.9,67.6,light,loss,1632.69
71,female,164.3,47.3,moderate,loss,1137.08
43,female,161.7,61.1,sedentary,maintain,1542.15
28,male,175.9,50.1,light,maintain,2036.93
31,male,173.2,67.0,light,loss,1505.72
34,male,175.2,102.1,active,loss,2818.46
47,male,199.3,107.2,light,loss,2026.12
49,male,177.8,72.9,sedentary,maintain,1925.22
29,male,180.8,88.7,light,gain,2812.38
39,female,165.5,59.3,moderate,loss,1528.28
78,female,159.9,52.1,sedentary,maintain,1176.96
71,female,172.4,94.1,active,loss,1912.83
47,female,159.7,48.1,sedentary,loss,820.67
40,female,170.4,65.1,sedentary,maintain,1864.49
42,male,172.0,75.1,sedentary,maintain,1917.17
51,male,166.4,54.8,moderate,loss,1669.85
21,female,164.9,73.2,light,loss,1329.2
35,female,153.2,53.1,sedentary,loss,911.18
15,male,179.8,87.3,moderate,gain,3347.21
47,male,164.3,71.9,sedentary,loss,1293.43
51,male,172.1,67.9,light,loss,1634.02
31,male,162.1,83.3,sedentary,gain,2492.31
68,female,184.6,71.6,active,loss,1649.97
17,female,148.8,66.6,moderate,loss,1761.56
15,male,175.1,89.8,moderate,loss,2227.61
44,male,185.3,109.8,sedentary,loss,1834.23
58,female,170.3,71.9,light,loss,1343.46
70,female,168.8,58.3,light,gain,2069.16
31,female,159.5,84.8,light,gain,2679.71
59,male,187.2,78.8,light,maintain,2314.45
39,female,169.3,58.3,moderate,maintain,2152.18
36,male,176.9,72.4,sedentary,maintain,2054.29
55,male,177.2,61.5,moderate,maintain,2063.7
51,male,172.3,78.2,light,gain,2219.22
15,female,154.7,50.9,moderate,maintain,1942.81
66,female,171.9,67.1,sedentary,loss,1108.32
64,male,186.8,99.0,sedentary,loss,1560.56
28,female,154.9,64.3,light,gain,2133.03
47,male,173.6,72.6,active,loss,2281.9
48,female,160.9,64.1,active,gain,2737.48
44,male,174.7,73.4,sedentary,maintain,2085.24
30,male,175.6,68.0,sedentary,maintain,2183.94
27,female,169.6,69.0,light,loss,1523.54
39,female,156.0,63.8,light,loss,1148.87
61,male,167.4,65.7,moderate,maintain,2037.72
49,female,171.9,76.5,light,maintain,1895.76
33,male,170.8,59.1,light,maintain,2208.85
53,male,163.6,57.0,moderate,maintain,1993.16
15,male,170.6,60.3,sedentary,maintain,2048.0
